ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
INCR148M,Single sign-on configuration issue,Employee david.brown terminated. Access revocation required across all systems immediately.,Access Management,Low,Fixed SSO configuration for Oracle EBS. Identity provider integration restored successfully.,29-08-2025 10:36,Resolved,14
INCI255D,Group membership review for [group_name],Employee david.brown terminated. Access revocation required across all systems immediately.,Access Management,Low,Granted temporary elevated permissions to david.brown. Automatic revocation scheduled for [date].,17-09-2025 10:36,Closed,22
INCE723G,Network equipment overheating in Data Center,DNS queries for company.com failing. Resolution timeout after 46 seconds.,Network,High,Replaced faulty port module on SW-CORE-01. All 40 devices reconnected successfully.,14-01-2026 10:36,Closed,19
INCK589N,DHCP pool exhausted in [subnet],DNS queries for company.com failing. Resolution timeout after 117 seconds.,Network,High,Identified faulty network cable and replaced. Connectivity restored to Branch Office with 0% packet loss.,14-08-2025 10:36,Closed,46
INCC971V,Wireless connectivity issues in [area],DNS queries for app.company.com failing. Resolution timeout after 92 seconds.,Network,Critical,Identified faulty network cable and replaced. Connectivity restored to Branch Office with 0% packet loss.,21-02-2026 10:36,Resolved,24
INCX566E,DNS resolution failures for api.company.com,DNS queries for app.company.com failing. Resolution timeout after 57 seconds.,Network,Medium,Corrected VLAN [vlan_id] configuration on SW-DMZ-01. Inter-VLAN routing restored.,03-05-2025 10:36,Closed,30
INCN334M,VLAN configuration error on SW-ACCESS-02,DNS queries for app.company.com failing. Resolution timeout after 40 seconds.,Network,Low,Fixed DNS server configuration and cleared cache. Domain app.company.com resolution working normally.,23-09-2025 10:36,Closed,65
INCR338L,High latency on network segment [segment],DNS queries for app.company.com failing. Resolution timeout after 120 seconds.,Network,High,Expanded DHCP pool range for subnet [subnet]. Additional 43 IP addresses available.,22-06-2025 10:36,Closed,36
INCJ864Z,Wireless connectivity issues in [area],DNS queries for app.company.com failing. Resolution timeout after 118 seconds.,Network,Medium,Expanded DHCP pool range for subnet [subnet]. Additional 29 IP addresses available.,06-12-2025 10:36,Resolved,69
INCA753F,Wireless connectivity issues in [area],DNS queries for api.company.com failing. Resolution timeout after 69 seconds.,Network,High,Fixed DNS server configuration and cleared cache. Domain api.company.com resolution working normally.,28-08-2025 10:36,Closed,37
INCG734K,Network equipment overheating in Building B,DNS queries for api.company.com failing. Resolution timeout after 30 seconds.,Network,Critical,Fixed DNS server configuration and cleared cache. Domain api.company.com resolution working normally.,03-06-2025 10:36,Closed,71
INCD591Q,Network equipment overheating in Building A,DNS queries for api.company.com failing. Resolution timeout after 103 seconds.,Network,Low,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 72%.,09-01-2026 10:36,Closed,48
INCY671C,Power outage affecting datacenter rack R4,Disk usage on PROD-WEB-01 has reached 95% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Medium,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,09-08-2025 10:36,Closed,3
INCK105C,Power outage affecting datacenter rack R2,Disk usage on PROD-WEB-01 has reached 93% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Critical,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,17-12-2025 10:36,Closed,58
INCT582J,Power outage affecting datacenter rack R1,Disk usage on PROD-WEB-01 has reached 91% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,High,Restarted application services. Investigated memory leak root cause and applied patches.,02-11-2025 10:36,Closed,59
INCZ465J,VM migration required for APP-SRV-03,Disk usage on MAIL-SRV-02 has reached 99% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Medium,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,05-09-2025 10:36,Closed,13
INCN119E,VM migration required for APP-SRV-03,Disk usage on MAIL-SRV-02 has reached 95% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,02-06-2025 10:36,Resolved,57
INCD249N,Server down - MAIL-SRV-02,Disk usage on MAIL-SRV-02 has reached 94% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,High,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,12-05-2025 10:36,Closed,62
INCT521M,Server FILE-SRV-01 not responding,Disk usage on MAIL-SRV-02 has reached 93% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Critical,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,06-08-2025 10:36,Resolved,44
INCX416P,High CPU usage on MAIL-SRV-02,Disk usage on MAIL-SRV-02 has reached 90% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,17-03-2026 10:36,Resolved,54
INCW608P,Server down - MAIL-SRV-02,Disk usage on MAIL-SRV-02 has reached 85% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Critical,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,19-12-2025 10:36,Closed,39
INCC481L,Disk space full on APP-SRV-03,Disk usage on FILE-SRV-01 has reached 85% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,30-07-2025 10:36,Resolved,29
INCL441E,Storage array performance issues,Disk usage on FILE-SRV-01 has reached 85% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,14-10-2025 10:36,Resolved,6
INCH316Z,VM migration required for DB-SERVER-02,Disk usage on DB-SERVER-02 has reached 88% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,High,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,11-01-2026 10:36,Closed,68
INCA928M,High CPU usage on APP-SRV-03,Disk usage on DB-SERVER-02 has reached 87% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,18-08-2025 10:36,Closed,51
INCX882P,Storage array performance issues,Disk usage on APP-SRV-03 has reached 93% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Scheduled maintenance window. Successfully migrated VM with zero data loss.,15-05-2025 10:36,Resolved,45
INCC440T,Bandwidth utilization high on [interface],DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Medium,Expanded DHCP pool range for subnet [subnet]. Additional 40 IP addresses available.,15-07-2025 10:36,Closed,61
INCV849W,Routing table corruption on [router],DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Medium,Expanded DHCP pool range for subnet [subnet]. Additional 43 IP addresses available.,26-03-2025 10:36,Resolved,72
INCF552Y,DNS resolution failures for app.company.com,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Critical,Expanded DHCP pool range for subnet [subnet]. Additional 46 IP addresses available.,25-08-2025 10:36,Closed,59
INCH142X,Wireless connectivity issues in [area],DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,High,Fixed DNS server configuration and cleared cache. Domain app.company.com resolution working normally.,20-03-2025 10:36,Resolved,36
INCX134C,VLAN configuration error on SW-DMZ-01,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,High,Fixed DNS server configuration and cleared cache. Domain company.com resolution working normally.,23-03-2025 10:36,Closed,39
INCK279D,DNS resolution failures for api.company.com,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Low,Identified faulty network cable and replaced. Connectivity restored to Remote Site with 0% packet loss.,20-12-2025 10:36,Resolved,71
INCE045L,Network connectivity issues in Data Center,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Low,Improved ventilation and cleaned equipment fans. Temperature normalized in Building A.,19-02-2026 10:36,Closed,61
INCZ830F,Routing table corruption on [router],DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Low,Optimized QoS settings and upgraded interface capacity. Latency reduced to 819ms.,17-12-2025 10:36,Resolved,3
INCI845T,VLAN configuration error on SW-CORE-01,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Critical,Relocated wireless access point and adjusted antenna positioning. Signal strength improved in [area].,24-09-2025 10:36,Closed,36
INCR374C,DNS resolution failures for mail.company.com,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Medium,Relocated wireless access point and adjusted antenna positioning. Signal strength improved in [area].,05-01-2026 10:36,Resolved,3
INCM734X,Routing table corruption on [router],DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Medium,Replaced faulty port module on SW-DMZ-01. All 13 devices reconnected successfully.,10-09-2025 10:36,Closed,29
INCN341K,Routing table corruption on [router],DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,High,Replaced faulty port module on SW-DMZ-01. All 32 devices reconnected successfully.,30-10-2025 10:36,Resolved,14
INCS408L,Switch port failure on SW-DMZ-01,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Low,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,30-11-2025 10:36,Resolved,42
INCZ254I,Network equipment overheating in Building B,DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Critical,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,08-09-2025 10:36,Closed,41
INCW205W,DHCP pool exhausted in [subnet],DHCP pool for subnet [subnet] exhausted. New devices unable to obtain IP addresses.,Network,Critical,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,13-11-2025 10:36,Closed,19
INCZ314T,Feature not working in SharePoint,Deployment of SharePoint version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,High,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,29-06-2025 10:36,Closed,63
INCO865J,HRMS UI rendering problems,Deployment of SharePoint version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,High,Increased API timeout values and optimized service calls. API response times now within acceptable range.,27-03-2025 10:36,Resolved,67
INCK166M,API timeout in Jenkins,Deployment of Salesforce version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Low,Reconfigured integration settings. Data exchange between ERP and File Service restored.,19-08-2025 10:36,Resolved,38
INCC046V,Salesforce application error - [error_type],Deployment of Salesforce version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Low,Updated CSS files and cleared browser cache. UI now rendering correctly across all browsers.,27-10-2025 10:36,Closed,63
INCH378J,ERP deployment failed,Deployment of Jira version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Low,Increased API timeout values and optimized service calls. API response times now within acceptable range.,02-08-2025 10:36,Closed,66
INCM885Q,User unable to login to Jira,Deployment of Jira version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Medium,Optimized database queries and application caching. Performance improved by 45%.,13-03-2026 10:36,Resolved,48
INCJ373Z,Integration failure between Confluence and API Service,Deployment of Jira version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,High,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,24-11-2025 10:36,Resolved,25
INCC649N,SharePoint deployment failed,Deployment of Jenkins version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Medium,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,08-06-2025 10:36,Closed,51
INCT330U,User unable to login to Salesforce,Deployment of ERP version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,High,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,25-05-2025 10:36,Closed,25
INCR389K,HRMS deployment failed,Deployment of ERP version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Critical,Optimized database queries and application caching. Performance improved by 42%.,24-07-2025 10:36,Closed,56
INCZ149E,Feature not working in SharePoint,Deployment of ERP version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Low,Reconfigured integration settings. Data exchange between CRM and Database Service restored.,16-12-2025 10:36,Closed,23
INCD291C,Performance issues with Jenkins,Deployment of ERP version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Low,Reconfigured integration settings. Data exchange between Jira and Mail Service restored.,13-05-2025 10:36,Closed,69
INCH392W,Integration failure between HRMS and Database Service,Deployment of CRM version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Critical,Applied application patch to fix [feature] functionality. Feature now working as expected.,07-09-2025 10:36,Closed,40
INCZ133R,ERP database connection failed,Deployment of CRM version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Medium,Optimized database queries and application caching. Performance improved by 39%.,04-06-2025 10:36,Resolved,54
INCO930Z,CRM application error - [error_type],Deployment of Confluence version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Low,Applied application patch to fix [feature] functionality. Feature now working as expected.,16-09-2025 10:36,Closed,6
INCP646F,CRM deployment failed,Deployment of Confluence version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Critical,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,19-01-2026 10:36,Closed,55
INCR773X,API timeout in HRMS,Deployment of Confluence version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Critical,Optimized database queries and application caching. Performance improved by 33%.,30-10-2025 10:36,Closed,50
INCX173V,Database connection timeout - InventoryDB,Deadlock frequency increased on UserDB. 41 deadlocks in past [timeframe].,Database,Low,Optimized connection pool settings and restarted database services. Connection stability restored.,06-01-2026 10:36,Resolved,7
INCH797U,Database space running low - UserDB,Deadlock frequency increased on UserDB. 35 deadlocks in past [timeframe].,Database,High,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,25-06-2025 10:36,Closed,59
INCO449Q,Database connection timeout - InventoryDB,Deadlock frequency increased on UserDB. 30 deadlocks in past [timeframe].,Database,Low,Restored affected records from backup and ran full data integrity check. Corruption resolved.,06-02-2026 10:36,Closed,9
INCR720H,Database connection timeout - InventoryDB,Deadlock frequency increased on UserDB. 15 deadlocks in past [timeframe].,Database,High,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,07-01-2026 10:36,Closed,69
INCB632C,Database space running low - CustomerDB,Deadlock frequency increased on ProductionDB. 34 deadlocks in past [timeframe].,Database,Medium,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,03-03-2026 10:36,Closed,10
INCK095Y,Transaction log full in AnalyticsDB,Deadlock frequency increased on ProductionDB. 34 deadlocks in past [timeframe].,Database,Critical,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,07-09-2025 10:36,Resolved,41
INCS698Z,Transaction log full in CustomerDB,Deadlock frequency increased on ProductionDB. 34 deadlocks in past [timeframe].,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,22-09-2025 10:36,Resolved,55
INCI885C,Transaction log full in CustomerDB,Deadlock frequency increased on ProductionDB. 27 deadlocks in past [timeframe].,Database,Critical,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,24-02-2026 10:36,Resolved,9
INCI029F,Replication lag in InventoryDB cluster,Deadlock frequency increased on ProductionDB. 20 deadlocks in past [timeframe].,Database,Critical,Resolved migration issues and successfully upgraded AnalyticsDB to version [new_version].,01-05-2025 10:36,Resolved,66
INCA085U,Database migration failed for UserDB,Deadlock frequency increased on ProductionDB. 13 deadlocks in past [timeframe].,Database,Critical,Resolved migration issues and successfully upgraded AnalyticsDB to version [new_version].,27-02-2026 10:36,Closed,62
INCO146I,Database deadlock issues in AnalyticsDB,Deadlock frequency increased on InventoryDB. 44 deadlocks in past [timeframe].,Database,High,Restored affected records from backup and ran full data integrity check. Corruption resolved.,11-05-2025 10:36,Resolved,18
INCP219R,Transaction log full in InventoryDB,Deadlock frequency increased on InventoryDB. 23 deadlocks in past [timeframe].,Database,Medium,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 78%.,01-06-2025 10:36,Closed,54
INCZ953N,Transaction log full in UserDB,Deadlock frequency increased on InventoryDB. 14 deadlocks in past [timeframe].,Database,Critical,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,07-09-2025 10:36,Closed,61
INCD543Q,Database migration failed for ProductionDB,Deadlock frequency increased on CustomerDB. 38 deadlocks in past [timeframe].,Database,Low,Resolved migration issues and successfully upgraded CustomerDB to version [new_version].,26-03-2025 10:36,Closed,42
INCF850Y,Database backup failed for UserDB,Deadlock frequency increased on CustomerDB. 27 deadlocks in past [timeframe].,Database,Low,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,07-10-2025 10:36,Closed,43
INCR053L,Replication lag in CustomerDB cluster,Deadlock frequency increased on CustomerDB. 21 deadlocks in past [timeframe].,Database,Low,Configured transaction log backup and implemented log management. Log space issues resolved.,12-07-2025 10:36,Resolved,41
INCC424N,Index rebuild required for AnalyticsDB,Deadlock frequency increased on CustomerDB. 20 deadlocks in past [timeframe].,Database,Critical,Optimized replication settings and network connectivity. Lag reduced to acceptable levels.,11-10-2025 10:36,Closed,45
INCI741S,Database migration failed for AnalyticsDB,Deadlock frequency increased on AnalyticsDB. 6 deadlocks in past [timeframe].,Database,Low,Configured transaction log backup and implemented log management. Log space issues resolved.,27-07-2025 10:36,Closed,63
INCQ661F,Index rebuild required for InventoryDB,Deadlock frequency increased on AnalyticsDB. 48 deadlocks in past [timeframe].,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,31-10-2025 10:36,Closed,26
INCJ232L,Transaction log full in UserDB,Deadlock frequency increased on AnalyticsDB. 32 deadlocks in past [timeframe].,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,25-04-2025 10:36,Resolved,52
INCW321H,Index rebuild required for AnalyticsDB,Deadlock frequency increased on AnalyticsDB. 16 deadlocks in past [timeframe].,Database,Medium,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,27-03-2025 10:36,Closed,19
INCI719Y,Transaction log full in ProductionDB,Deadlock frequency increased on AnalyticsDB. 16 deadlocks in past [timeframe].,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,06-10-2025 10:36,Closed,15
INCW968R,Database connection timeout - CustomerDB,Deadlock frequency increased on AnalyticsDB. 11 deadlocks in past [timeframe].,Database,Critical,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 72%.,09-04-2025 10:36,Resolved,50
INCA696X,Database space running low - AnalyticsDB,Database UserDB space utilization at 87%. Only [space_left]GB remaining capacity.,Database,High,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,24-12-2025 10:36,Closed,18
INCT699H,Replication lag in CustomerDB cluster,Database UserDB space utilization at 81%. Only [space_left]GB remaining capacity.,Database,Low,Resolved migration issues and successfully upgraded UserDB to version [new_version].,28-04-2025 10:36,Closed,15
INCG393P,Database connection timeout - InventoryDB,Database ProductionDB space utilization at 82%. Only [space_left]GB remaining capacity.,Database,Critical,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,24-08-2025 10:36,Resolved,5
INCL110V,Database deadlock issues in AnalyticsDB,Database ProductionDB space utilization at 78%. Only [space_left]GB remaining capacity.,Database,Low,Optimized connection pool settings and restarted database services. Connection stability restored.,09-11-2025 10:36,Closed,65
INCK012N,Data corruption detected in ProductionDB,Database ProductionDB space utilization at 71%. Only [space_left]GB remaining capacity.,Database,Low,Restored affected records from backup and ran full data integrity check. Corruption resolved.,24-11-2025 10:36,Resolved,8
INCW309T,Database deadlock issues in AnalyticsDB,Database ProductionDB space utilization at 70%. Only [space_left]GB remaining capacity.,Database,Low,Configured transaction log backup and implemented log management. Log space issues resolved.,01-11-2025 10:36,Closed,38
INCA424B,Query performance degradation on AnalyticsDB,Database InventoryDB space utilization at 95%. Only [space_left]GB remaining capacity.,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,07-07-2025 10:36,Closed,68
INCQ467E,Data corruption detected in InventoryDB,Database InventoryDB space utilization at 92%. Only [space_left]GB remaining capacity.,Database,Critical,Restored affected records from backup and ran full data integrity check. Corruption resolved.,03-04-2025 10:36,Resolved,21
INCL567S,Database backup failed for CustomerDB,Database InventoryDB space utilization at 91%. Only [space_left]GB remaining capacity.,Database,Medium,Configured transaction log backup and implemented log management. Log space issues resolved.,28-12-2025 10:36,Closed,39
INCB208I,Database space running low - AnalyticsDB,Database InventoryDB space utilization at 85%. Only [space_left]GB remaining capacity.,Database,Low,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,20-07-2025 10:36,Closed,13
INCF680V,Database connection timeout - CustomerDB,Database InventoryDB space utilization at 73%. Only [space_left]GB remaining capacity.,Database,Low,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 89%.,15-06-2025 10:36,Resolved,10
INCU834E,Database connection timeout - InventoryDB,Database CustomerDB space utilization at 91%. Only [space_left]GB remaining capacity.,Database,Critical,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 89%.,20-07-2025 10:36,Resolved,63
INCO986C,Transaction log full in AnalyticsDB,Database CustomerDB space utilization at 87%. Only [space_left]GB remaining capacity.,Database,Medium,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,12-11-2025 10:36,Closed,11
INCV625D,Replication lag in AnalyticsDB cluster,Database CustomerDB space utilization at 85%. Only [space_left]GB remaining capacity.,Database,Medium,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 85%.,16-01-2026 10:36,Closed,37
INCM561A,Index rebuild required for InventoryDB,Database CustomerDB space utilization at 84%. Only [space_left]GB remaining capacity.,Database,High,Restored affected records from backup and ran full data integrity check. Corruption resolved.,08-07-2025 10:36,Resolved,45
INCZ178D,Index rebuild required for ProductionDB,Database CustomerDB space utilization at 78%. Only [space_left]GB remaining capacity.,Database,Medium,Resolved migration issues and successfully upgraded CustomerDB to version [new_version].,06-04-2025 10:36,Closed,28
INCD674N,HRMS application error - [error_type],Database connectivity lost for SharePoint. Connection pool exhausted. Application functionality severely limited.,Application,Medium,Applied application patch to fix [feature] functionality. Feature now working as expected.,16-12-2025 10:36,Closed,25
INCD797N,Jira deployment failed,Database connectivity lost for SharePoint. Connection pool exhausted. Application functionality severely limited.,Application,Low,Reset user credentials and cleared authentication cache. User successfully logged in.,20-12-2025 10:36,Resolved,13
INCZ323M,User unable to login to ERP,Database connectivity lost for Jira. Connection pool exhausted. Application functionality severely limited.,Application,Medium,Fixed synchronization problem by updating API credentials and restarting the sync service. All pending records processed successfully. Added automated health checks.,04-05-2025 10:36,Resolved,72
INCA283E,User unable to login to CRM,Database connectivity lost for Jenkins. Connection pool exhausted. Application functionality severely limited.,Application,Critical,Optimized database queries and application caching. Performance improved by 24%.,09-07-2025 10:36,Closed,18
INCZ480G,User unable to login to CRM,Database connectivity lost for Jenkins. Connection pool exhausted. Application functionality severely limited.,Application,Critical,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,24-08-2025 10:36,Resolved,22
INCO304S,User unable to login to Jenkins,Database connectivity lost for HRMS. Connection pool exhausted. Application functionality severely limited.,Application,High,Applied application patch to fix [feature] functionality. Feature now working as expected.,17-03-2026 10:36,Closed,62
INCK104C,Jira application error - [error_type],Database connectivity lost for ERP. Connection pool exhausted. Application functionality severely limited.,Application,Low,Applied application patch to fix [feature] functionality. Feature now working as expected.,24-09-2025 10:36,Closed,51
INCY412L,Data sync issues in Confluence,Database connectivity lost for ERP. Connection pool exhausted. Application functionality severely limited.,Application,Critical,Increased API timeout values and optimized service calls. API response times now within acceptable range.,09-12-2025 10:36,Closed,18
INCT428H,Salesforce UI rendering problems,Database connectivity lost for CRM. Connection pool exhausted. Application functionality severely limited.,Application,Low,Applied application patch to fix [feature] functionality. Feature now working as expected.,22-07-2025 10:36,Resolved,61
INCJ449D,Integration failure between SharePoint and Mail Service,Database connectivity lost for CRM. Connection pool exhausted. Application functionality severely limited.,Application,Critical,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,29-01-2026 10:36,Resolved,72
INCT774P,Database connection timeout - AnalyticsDB,Database AnalyticsDB space utilization at 76%. Only [space_left]GB remaining capacity.,Database,Critical,Optimized replication settings and network connectivity. Lag reduced to acceptable levels.,06-06-2025 10:36,Closed,53
INCW530O,Database deadlock issues in InventoryDB,Database AnalyticsDB space utilization at 73%. Only [space_left]GB remaining capacity.,Database,Critical,Resolved migration issues and successfully upgraded ProductionDB to version [new_version].,17-08-2025 10:36,Resolved,28
INCJ807O,Data sync issues in ERP,Data synchronization between SharePoint and [target_system] not working. 9432 records affected.,Application,Critical,Increased API timeout values and optimized service calls. API response times now within acceptable range.,12-10-2025 10:36,Closed,31
INCN347O,Data sync issues in ERP,Data synchronization between SharePoint and [target_system] not working. 7188 records affected.,Application,Low,Optimized database queries and application caching. Performance improved by 45%.,21-10-2025 10:36,Resolved,65
INCX330T,API timeout in Jira,Data synchronization between Salesforce and [target_system] not working. 8267 records affected.,Application,Low,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,08-09-2025 10:36,Closed,12
INCS157F,Integration failure between Confluence and API Service,Data synchronization between Salesforce and [target_system] not working. 6490 records affected.,Application,High,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,27-03-2025 10:36,Resolved,18
INCG635I,HRMS application error - [error_type],Data synchronization between Salesforce and [target_system] not working. 2237 records affected.,Application,Low,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,22-03-2025 10:36,Closed,27
INCU704R,User unable to login to Jira,Data synchronization between Jira and [target_system] not working. 9055 records affected.,Application,Critical,Reset user credentials and cleared authentication cache. User successfully logged in.,19-04-2025 10:36,Closed,28
INCT610Z,User unable to login to CRM,Data synchronization between Jira and [target_system] not working. 260 records affected.,Application,Low,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,10-09-2025 10:36,Resolved,38
INCU348D,Data sync issues in Confluence,Data synchronization between Jenkins and [target_system] not working. 2730 records affected.,Application,High,Updated CSS files and cleared browser cache. UI now rendering correctly across all browsers.,03-11-2025 10:36,Closed,8
INCE015L,Integration failure between Jira and File Service,Data synchronization between HRMS and [target_system] not working. 7493 records affected.,Application,Medium,Increased API timeout values and optimized service calls. API response times now within acceptable range.,10-09-2025 10:36,Resolved,40
INCB593L,CRM application error - [error_type],Data synchronization between HRMS and [target_system] not working. 296 records affected.,Application,Medium,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,22-03-2025 10:36,Closed,32
INCD320N,Jenkins deployment failed,Data synchronization between CRM and [target_system] not working. 5342 records affected.,Application,High,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,02-10-2025 10:36,Closed,20
INCT540N,User unable to login to SharePoint,Data synchronization between CRM and [target_system] not working. 2947 records affected.,Application,Critical,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,11-09-2025 10:36,Closed,69
INCP611R,Performance issues with SharePoint,Data synchronization between CRM and [target_system] not working. 145 records affected.,Application,Medium,Increased API timeout values and optimized service calls. API response times now within acceptable range.,30-06-2025 10:36,Resolved,15
INCO627X,Jenkins deployment failed,Data synchronization between Confluence and [target_system] not working. 5866 records affected.,Application,Low,Reset user credentials and cleared authentication cache. User successfully logged in.,22-08-2025 10:36,Resolved,12
INCP886E,Integration failure between CRM and API Service,Data synchronization between Confluence and [target_system] not working. 4749 records affected.,Application,High,Reset user credentials and cleared authentication cache. User successfully logged in.,05-11-2025 10:36,Resolved,39
INCL618I,HRMS database connection failed,Data synchronization between Confluence and [target_system] not working. 4247 records affected.,Application,Low,Increased API timeout values and optimized service calls. API response times now within acceptable range.,18-07-2025 10:36,Resolved,25
INCD391B,Integration failure between Salesforce and Web Service,Data synchronization between Confluence and [target_system] not working. 2387 records affected.,Application,High,Optimized database queries and application caching. Performance improved by 49%.,17-11-2025 10:36,Closed,28
INCO003X,Database space running low - AnalyticsDB,Data integrity check found corruption in [table_name]. 8667 records potentially affected.,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,06-08-2025 10:36,Closed,31
